Cell_Type,TF_motif,Mean_in_class,Mean_other,Cohens_d,RankBiserial_AUC,p_value,n_in_class,FDR,Significant,Assoc_Strength
B cells,NRL,-0.7066281573340933,0.08905961213427402,-0.6871994191588264,0.3051658415522821,1.8180765138717357e-75,818,1.0331372998771128e-74,False,0.0
B cells,HSF2,-0.6758696090151128,0.08856403729597939,-0.6965078100055285,0.3013202136773364,2.1182359763097713e-78,818,1.23849461851869e-77,False,0.0
B cells,MAFF,-0.6788542259716455,0.07928620315193977,-0.7022309283232013,0.3039832082630407,2.309459728096851e-76,818,1.3235232379433228e-75,False,0.0
B cells,HSF1,-0.669544656748445,0.06914351351034008,-0.7230343389760415,0.29666556896711377,4.999326347294043e-82,818,3.01449693012693e-81,False,0.0
B cells,ETV1,-0.7480026882203036,0.05777587223343928,-0.7340414187081771,0.30159647828547914,3.4563962383082086e-78,818,2.017976793678934e-77,False,0.0
B cells,MAFG,-0.795883757242414,0.10686232929070417,-0.7436291495274984,0.2890560274437153,3.8848279367540625e-88,818,2.4870275050802115e-87,False,0.0
B cells,HSF4,-0.6950507646610364,0.0765199268525541,-0.7577017450005898,0.290441029924271,5.223752020330901e-87,818,3.302390730352942e-86,False,0.0
B cells,EWSR1-FLI1,-0.7479251609448627,0.10715062202165652,-0.7861297902113061,0.2732322897828701,1.4784766895918247e-101,818,1.0367273286115291e-100,False,0.0
B cells,HLF,-2.1385570289761118,0.27169489118518675,-0.7906314543478041,0.2888139509641052,2.4623458862465705e-88,818,1.578867108677278e-87,False,0.0
B cells,MAFK,-1.7160792809310805,0.2849217185885775,-0.8003728891148171,0.272825558370327,6.488557646841149e-102,818,4.5816237764606086e-101,False,0.0
B cells,NFIX(var.2),-0.7389181008253461,0.1051196035499891,-0.8188701155970507,0.28001840333161016,1.1044767802398335e-95,818,7.460288902922147e-95,False,0.0
B cells,STAT3,-0.7637812687655648,0.09145182235449484,-0.8265166393461034,0.2771671440739862,3.954090400017793e-98,818,2.702407053795944e-97,False,0.0
B cells,DBP,-1.2307967076512187,0.18742848782435012,-0.8435811488718813,0.25195132959624894,3.97282463153154e-121,818,3.247282517005376e-120,False,0.0
B cells,NFIB,-0.8550816102465632,0.14855198522563456,-0.8494035377123461,0.25951564467158855,5.697397319154145e-114,818,4.3824466831364394e-113,False,0.0
B cells,TEF,-1.3870605868225288,0.19937362706297312,-0.885305839532465,0.24189511388786172,5.534016893959781e-131,818,4.878133410231215e-130,False,0.0
B cells,NFIC::TLX1,-0.9098463611112908,0.12496857493933862,-0.9026751882627978,0.24620404456292241,1.0327466845471386e-126,818,8.815386256704057e-126,False,0.0
B cells,CEBPG(var.2),-3.2579144936658153,0.3997761993875054,-0.9162771264585127,0.23505074254162214,6.481551337833222e-138,818,5.973657565574765e-137,False,0.0
B cells,STAT1,-0.8915392042157049,0.10603813318114252,-0.9390171455927206,0.24754627355531394,2.1367614150978574e-125,818,1.8011118094762357e-124,False,0.0
B cells,CEBPB,-3.2125000976571885,0.46239424609640717,-0.9455227631412013,0.22421218593681297,2.920642399950676e-149,818,2.8963037132844202e-148,False,0.0
B cells,MAF::NFE2,-2.6931649897679026,0.3779842681920048,-0.9531267329377328,0.21866328403497184,3.0281215619310065e-155,818,3.1175012314434735e-154,False,0.0
B cells,NFIC(var.2),-1.0556430528804355,0.16135195937332328,-1.0019384252735448,0.2227896225078694,8.76236911709167e-151,818,8.79715767934315e-150,False,0.0
B cells,FOS,-3.8673294746301705,0.5676381954452349,-1.1156754072678536,0.17759092355779757,3.086459761455436e-203,818,4.291345771425668e-202,False,0.0
CD4+ T cells,TCF7,1.7054596000933013,-0.48674795578778973,1.3517533192406281,0.8455780909321216,0.0,1818,0.0,True,1.3517533192406281
CD4+ T cells,TCF7L2,1.7270166985861783,-0.4975093792587825,1.3281250789094776,0.8454708246849921,0.0,1818,0.0,True,1.3281250789094776
CD4+ T cells,LEF1,1.5127955421309758,-0.417334219748859,1.264597881633556,0.8335537023733919,0.0,1818,0.0,True,1.264597881633556
CD4+ T cells,CTCF,1.5521202699313188,-0.5596516130611582,1.1669998441000116,0.8175412178441819,0.0,1818,0.0,True,1.1669998441000116
CD4+ T cells,TCF7L1,1.0273815851534345,-0.29837356838716683,1.0776423632518064,0.7953628170388016,0.0,1818,0.0,True,1.0776423632518064
CD4+ T cells,ZEB1,1.239170436372253,-0.5059934203033853,0.9714447794584221,0.768517940122088,2.793855796875494e-273,1818,5.6238510219692776e-272,True,0.9714447794584221
CD4+ T cells,CTCFL,0.6070404224602516,-0.24435063490936024,0.9005544544119576,0.750918782730008,6.6585777996604685e-239,1818,1.127221999055492e-237,True,0.9005544544119576
CD4+ T cells,TCF4,1.1325006929122257,-0.473575986139575,0.8683728838144982,0.7531084338717784,4.708794043366866e-243,1818,8.141786623701855e-242,True,0.8683728838144982
CD4+ T cells,EGR1,0.5228176910823018,-0.22246847346343687,0.8676289050351145,0.7443218296593066,1.2890826974144147e-226,1818,2.0615132781575975e-225,True,0.8676289050351145
CD4+ T cells,TCF12(var.2),1.1425316456513137,-0.4862009151538298,0.8550911847450771,0.7465916149974618,8.310907836876549e-231,1818,1.3558843995162307e-229,True,0.8550911847450771
CD4+ T cells,FOXP1,0.7976239956592963,-0.2323346517073146,0.8407090695078033,0.7358801337547004,2.2724907575812224e-211,1818,3.355656060282345e-210,True,0.8407090695078033
CD4+ T cells,RUNX2,0.9045218729753344,-0.30450141704396344,0.8381594213645363,0.7366535549453999,9.592178699992732e-213,1818,1.4321016612609075e-211,True,0.8381594213645363
CD4+ T cells,FOXO3,0.7577845676369321,-0.24158486809536145,0.8213787112050803,0.7302537036037988,1.663732825801704e-201,1818,2.2974276495541623e-200,True,0.8213787112050803
CD4+ T cells,FOXA3,0.7782141718005103,-0.2325394414050631,0.8187456059243534,0.7322388390258584,5.858149227308531e-205,1818,8.287437683108502e-204,True,0.8187456059243534
CD4+ T cells,ZBTB14,0.5038688826082169,-0.23335190282118531,0.811627490409263,0.7281179222023149,8.00636939087096e-198,1818,1.087039280384695e-196,True,0.811627490409263
CD4+ T cells,FOXD1,0.7663542241062407,-0.2485307701898804,0.803275161669787,0.7274339421323835,1.1897714111079883e-196,1818,1.583491818862803e-195,True,0.803275161669787
CD4+ T cells,FOXK1,0.7405519037775633,-0.22986748327872852,0.7997324511970362,0.7252961100526456,5.200986116407247e-193,1818,6.832204489280429e-192,True,0.7997324511970362
CD4+ T cells,TCFL5,0.5653652997631783,-0.2797362206409184,0.7854443658708118,0.7210222599547021,7.787510605205305e-186,1818,9.785176369149275e-185,True,0.7854443658708118
CD4+ T cells,EGR3,0.5292703330689469,-0.21681951817746908,0.7748854850422268,0.7202848833779277,1.304677685114209e-184,1818,1.624223358145258e-183,True,0.7748854850422268
CD4+ T cells,ASCL1(var.2),0.940087640716833,-0.4118694392697293,0.7699546636887447,0.7338998095393136,7.1716879610892275e-208,1818,1.0437643701642811e-206,True,0.7699546636887447
CD4+ T cells,NRF1,0.5082665358134785,-0.27407803819021026,0.7695165874215567,0.7173479966293159,8.922280340712101e-180,1818,1.0840704582138486e-178,True,0.7695165874215567
CD4+ T cells,SOX10,0.6210370943957834,-0.2051866224534862,0.7582385461916336,0.7103024971266843,1.9297267436130387e-168,1818,2.1931669676006614e-167,True,0.7582385461916336
CD4+ T cells,SNAI2,0.9407357412889658,-0.3424300911752515,0.7517336903785052,0.7324108593824682,2.93172123665589e-205,1818,4.176670466024553e-204,True,0.7517336903785052
CD4+ T cells,SRY,0.6588863604651846,-0.1811353776052431,0.7498087553968117,0.7071937477659438,1.473990353898e-163,1818,1.603162626847126e-162,True,0.7498087553968117
CD4+ T cells,FOXA2,0.678295512209193,-0.20532584329886971,0.7436406579574996,0.7090156965223336,2.0677904578924762e-166,1818,2.3175291392335066e-165,True,0.7436406579574996
CD4+ T cells,FOXN3,0.658962935847723,-0.19230778981841068,0.7398183697446444,0.7061027080626043,7.328707759936325e-162,1818,7.865239150318932e-161,True,0.7398183697446444
CD4+ T cells,GATA5,0.6786197147693496,-0.19808879558987616,0.7381817561870898,0.7066132480755962,1.1810427776964113e-162,1818,1.2776735504170268e-161,True,0.7381817561870898
CD4+ T cells,GATA6,0.6540168372402343,-0.17583396435655899,0.7182363493552459,0.6974307840878725,1.076300459545522e-148,1818,1.0621247949563858e-147,True,0.7182363493552459
CD4+ T cells,GATA3,0.655091254989869,-0.18415311971401258,0.7127790470590099,0.6999767011401455,1.6783763470520387e-152,1818,1.7019325063089095e-151,True,0.7127790470590099
CD4+ T cells,SNAI3,0.836799849938342,-0.33229513500602237,0.6899263799425267,0.7177672025877667,1.8378129094621419e-180,1818,2.2532700096011596e-179,True,0.6899263799425267
CD4+ T cells,EGR4,0.49624201849519345,-0.18684638196519354,0.681150946876653,0.6927831584420272,7.183606072618665e-142,1818,6.83879298113297e-141,True,0.681150946876653
CD4+ T cells,FOXA1,0.5803124194684655,-0.17091098830097487,0.6778781189845073,0.6887137451915538,4.996280052581139e-136,1818,4.502215833573115e-135,True,0.6778781189845073
CD4+ T cells,SNAI1,0.784755654262869,-0.32688388599753176,0.63601659962379,0.7091145234397257,1.4455770742788503e-166,1818,1.6246680118145078e-165,True,0.63601659962379
CD4+ T cells,ZFP57,0.4770750493346546,-0.2172746564961174,0.6331597184940132,0.6792203668316359,6.99764483945257e-123,1818,5.813649080169424e-122,True,0.6331597184940132
CD4+ T cells,GATA2,0.540940357774632,-0.14868968623831558,0.6197933084569406,0.6728992299860901,1.672786465149808e-114,1818,1.296569739079717e-113,True,0.6197933084569406
CD4+ T cells,EGR2,0.4269021062193379,-0.1843490368756421,0.6144554188218075,0.678001632970868,3.0455873166075366e-121,1818,2.4944223244927314e-120,True,0.6144554188218075
CD4+ T cells,FOXP2,0.5235058391403513,-0.16169283702648407,0.6049395990910301,0.6758561502837981,2.194994812780501e-118,1818,1.758603764853447e-117,True,0.6049395990910301
CD4+ T cells,ZSCAN4,0.5223610220713358,-0.18861711453625635,0.5982924985829263,0.6741952586425835,3.388563657212562e-116,1818,2.65700165834923e-115,True,0.5982924985829263
CD4+ T cells,FIGLA,0.6300396804768017,-0.2260661653429786,0.5910609927682119,0.6905037506905265,1.3935066513615384e-138,1818,1.290189453411621e-137,True,0.5910609927682119
CD4+ T cells,MYOD1,0.6201307790749484,-0.24876409529707294,0.5859499948967082,0.6900858066879243,5.529845263258212e-138,1818,5.108162998891033e-137,True,0.5859499948967082
CD4+ T cells,FOXG1,0.49759046018835607,-0.1404590277896155,0.5826961576860306,0.6632511042902397,2.7163308444416076e-102,1818,1.921376677729151e-101,True,0.5826961576860306
CD4+ T cells,SCRT1,0.5417830336820154,-0.18910983438061849,0.5792215713858643,0.6689699727070498,1.9077296482852768e-109,1818,1.4320360216998571e-108,True,0.5792215713858643
CD4+ T cells,SPDEF,0.43499398007611195,-0.19425434673859437,0.5585064685218525,0.6611750291748417,9.336256831356377e-100,1818,6.479330212636003e-99,True,0.5585064685218525
CD4+ T cells,SCRT2,0.47945500913269096,-0.1660289467458266,0.5569988089704819,0.6591861078852365,2.34197683055339e-97,1818,1.5925442447763052e-96,True,0.5569988089704819
CD4+ T cells,NKX2-3,0.45306143729777715,-0.13150902502810038,0.5413051670402824,0.6565692058164807,3.02967615972056e-94,1818,2.0227837858464334e-93,True,0.5413051670402824
CD4+ T cells,ZIC5,0.33943189517167227,-0.1789565646039184,0.534615521012691,0.6516345640873236,1.6203161222021058e-88,1818,1.0406030207031302e-87,True,0.534615521012691
CD4+ T cells,ZIC4,0.3453329111096251,-0.16906443974568822,0.528769340120316,0.6490447940693123,1.389330167776887e-85,1818,8.688145067736142e-85,True,0.528769340120316
CD4+ T cells,RREB1,0.40485359490100437,-0.168752535022483,0.5259713565725997,0.6540497898370279,2.683977141491866e-91,1818,1.7486910651330257e-90,True,0.5259713565725997
CD4+ T cells,ETV2,0.4383548874577584,-0.16918305570788683,0.5255954444245514,0.6496687523641954,2.7586686100502384e-86,1818,1.7331635397924326e-85,True,0.5255954444245514
CD4+ T cells,KLF15,0.19815558125943677,-0.09294982746915853,0.520530053901055,0.6487886170320503,2.692913468014085e-85,1818,1.6788178569468393e-84,True,0.520530053901055
CD4+ T cells,GATA4,0.44153882686505513,-0.11577639814077123,0.5130378343834329,0.6440979271428721,4.036168105699345e-80,1818,2.4193090600977115e-79,True,0.5130378343834329
CD4+ T cells,ZIC1,0.33513621714213504,-0.16306393618087198,0.5100215955079354,0.6462822149722859,1.6455952678224424e-82,1818,9.96718331378683e-82,True,0.5100215955079354
CD4+ T cells,ELK4,0.40769468708379275,-0.21443383253698037,0.5075083885859086,0.6550366393106187,1.9053068089773776e-92,1818,1.255516506371738e-91,True,0.5075083885859086
CD4+ T cells,RUNX3,0.518303482081963,-0.15717970284358224,0.5072443254660004,0.6517394641672369,1.2295018918393638e-88,1818,7.908687844804556e-88,True,0.5072443254660004
CD4+ T cells,GRHL1,0.39995574679198476,-0.12234682110165122,0.4978638658601256,0.6380401447084771,1.1122641120944463e-73,1818,6.198650960790812e-73,False,0.0
CD4+ T cells,E2F4,0.3856515895212407,-0.1500931333433256,0.4943614626979305,0.6394933657403595,3.3597548235340134e-75,1818,1.901198323918688e-74,False,0.0
CD4+ T cells,GATA1::TAL1,0.3914205434459888,-0.13354021384599013,0.49186799380140617,0.6366316442369789,3.193274360347382e-72,1818,1.7502618519045727e-71,False,0.0
CD4+ T cells,YY2,0.32483378085049147,-0.1452305666189743,0.47987393276570706,0.635113353606654,1.1462247081776351e-70,1818,6.167054746391904e-70,False,0.0
CD4+ T cells,NHLH2,0.38761340487344637,-0.18345176883127742,0.4649184850038261,0.6483679913732698,7.962968767690298e-85,1818,4.9490279007795615e-84,False,0.0
CD4+ T cells,FOXF2,0.3664195346248734,-0.11226259471316358,0.45888202013261925,0.6299496668909793,1.6545836245333522e-65,1818,8.51710603672003e-65,False,0.0
CD4+ T cells,ZNF740,0.28829927954554935,-0.12262065824350923,0.45729212529159097,0.6325280793063534,4.649135648858737e-68,1818,2.4492712025107358e-67,False,0.0
CD4+ T cells,FOXB1,0.3498234895153706,-0.09318493345263164,0.45340321058696575,0.6287142909874583,2.651178857869338e-64,1818,1.3441941928495417e-63,False,0.0
CD4+ T cells,GRHL2,0.3573395593235768,-0.1104563357432888,0.4524028021948164,0.6290308052887308,1.3057508410739068e-64,1818,6.653737913079378e-64,False,0.0
CD4+ T cells,SOX15,0.3382977438493737,-0.10451546394738115,0.4510598628945873,0.6275719054555298,3.367697780538034e-63,1818,1.684265169351902e-62,False,0.0
CD4+ T cells,KLF16,0.23762651261831685,-0.07038022328893646,0.4476753704367398,0.6235331735066251,2.247191877489973e-59,1818,1.0734519877596731e-58,False,0.0
CD4+ T cells,ETS1,0.34251252541890237,-0.1872163551954787,0.43635034027829495,0.6326854294262234,3.236409942157135e-68,1818,1.7072378912604653e-67,False,0.0
CD4+ T cells,FOXC2,0.33145431654186563,-0.09434877338434795,0.43466706175312964,0.626601698024692,2.865339404171446e-62,1818,1.4172571184936027e-61,False,0.0
CD4+ T cells,BARHL2,0.3403271830202307,-0.11859448537232915,0.4286996795800324,0.6206018866870914,1.124128303332726e-56,1818,5.180208559549214e-56,False,0.0
CD4+ T cells,E2F7,0.32558055246799544,-0.11013032407802364,0.42420680708663905,0.618009592757383,2.4224254593663483e-54,1818,1.0878061496777187e-53,False,0.0
CD4+ T cells,ERF,0.3426387607358241,-0.17104460717980555,0.4235086240184738,0.626696108096614,2.3281095382020818e-62,1818,1.1543543126918654e-61,False,0.0
CD4+ T cells,MTF1,0.31395797874565484,-0.12989059387438842,0.421412536400576,0.6220508486179849,5.3042991998987294e-58,1818,2.498392847821916e-57,False,0.0
CD4+ T cells,NFATC4,0.3558582017140423,-0.10741365300065796,0.42088046347310976,0.6170636779766304,1.6717993878226411e-53,1818,7.400547399486221e-53,False,0.0
CD4+ T cells,ERG,0.3290554140948948,-0.168833239426193,0.4181167651560202,0.6238359640380442,1.1726281154046938e-59,1818,5.614737698138925e-59,False,0.0
CD4+ T cells,E2F2,0.32758714312696313,-0.11386630202318397,0.41723111611737324,0.6168928407036287,2.365844502428806e-53,1818,1.0450007485618939e-52,False,0.0
CD4+ T cells,MAZ,0.22301032876896335,-0.07725080831151082,0.4131444139750376,0.6201803145614246,2.7146619271069203e-56,1818,1.2452972967204762e-55,False,0.0
CD4+ T cells,SP8,0.24955097666776951,-0.05703138381078939,0.4042439992305869,0.6143100903150251,4.238679872514828e-51,1818,1.809039954029008e-50,False,0.0
CD4+ T cells,NFATC3,0.33237330181571373,-0.10187550053773226,0.40209628808101433,0.6100486231588459,1.721521552145872e-47,1818,7.035632525234544e-47,False,0.0
CD4+ T cells,NKX2-8,0.32259667989828267,-0.07727618695943635,0.3904887557241593,0.6124756797446306,1.5750481610416804e-49,1818,6.6106274476915344e-49,False,0.0
CD4+ T cells,NFATC2,0.2936239683728278,-0.08892954491310395,0.39017533216905514,0.6066806996157029,9.813598377235864e-45,1818,3.803239371101179e-44,False,0.0
CD4+ T cells,ZIC3,0.22892677080400572,-0.13386002060853705,0.38415985719464296,0.6092221209502654,8.319171293229068e-47,1818,3.3693060112517327e-46,False,0.0
CD4+ T cells,SP9,0.194260705376503,-0.0602571964041865,0.3839264169106984,0.6091026295058528,1.0436882153154985e-46,1818,4.21433385146358e-46,False,0.0
CD4+ T cells,E2F1,0.2938313694226766,-0.11457105575744635,0.3800222702321491,0.608019634771048,8.060432692404835e-46,1818,3.20673654606391e-45,False,0.0
CD4+ T cells,E2F8,0.2746494159958261,-0.10633842242162769,0.37723189015100334,0.6079211233426182,9.697909208238259e-46,1818,3.846837319267842e-45,False,0.0
CD4+ T cells,PBX1,0.30104072424760975,-0.08525977191530851,0.3743863901273687,0.6022227617083475,3.2303858443356146e-41,1818,1.1796156251066693e-40,False,0.0
CD4+ T cells,VEZF1,0.2760599678058832,-0.1210750060274664,0.37185568174480127,0.608290797534012,4.840555403943844e-46,1818,1.935265530074782e-45,False,0.0
CD4+ T cells,GCM1,0.2789222991011986,-0.10340335607775165,0.3672565397723609,0.6060446738680177,3.1824062179316587e-44,1818,1.2181660887182112e-43,False,0.0
CD4+ T cells,ONECUT2,0.28445870330217377,-0.08288072535902469,0.36466566381632076,0.6053539896576409,1.1328306736255369e-43,1818,4.291603844090751e-43,False,0.0
CD4+ T cells,ONECUT1,0.2799193442937107,-0.08286565895758448,0.3636537929690002,0.6059404836382692,3.8562446444441965e-44,1818,1.4747037647846143e-43,False,0.0
CD4+ T cells,ZNF382,0.29809643909782263,-0.08131814597786462,0.36243871679555156,0.6021947620629571,3.395293759097097e-41,1818,1.238715829513693e-40,False,0.0
CD4+ T cells,FLI1,0.2644165013371521,-0.15772354588978044,0.36194165735847195,0.6080648285648754,7.404334250444592e-46,1818,2.9515208253496373e-45,False,0.0
CD4+ T cells,SP2,0.22146432953882902,-0.04673214634663495,0.35995584562015964,0.6002414121538336,1.0590222180971246e-39,1818,3.785162450901913e-39,False,0.0
CD4+ T cells,HIF1A,0.27377864030379134,-0.09393876869400378,0.3589263683561089,0.6002596316413976,1.0258918152662813e-39,1818,3.669989641527298e-39,False,0.0
CD4+ T cells,SOX4,0.28432013800550693,-0.08085500915947638,0.35862601494204405,0.6021051631977078,3.9813599129030375e-41,1818,1.4486135078782094e-40,False,0.0
CD4+ T cells,TFDP1,0.21900132367971353,-0.08669312037798423,0.3569414096827622,0.6003801484249371,8.312521460086827e-40,1818,2.976324055531973e-39,False,0.0
CD4+ T cells,SP3,0.19645020630696516,-0.048832750497062684,0.352918903345019,0.5993419531227571,5.049776316358429e-39,1818,1.7844013079463934e-38,False,0.0
CD4+ T cells,FOXD2,0.26431381337185256,-0.06670272727791123,0.349257204904646,0.5965332337650169,6.062952509442244e-37,1818,2.059673035533444e-36,False,0.0
CD4+ T cells,KLF9,0.21135358588090405,-0.06297022588587023,0.3410809251700651,0.5955262718700892,3.2645924224705694e-36,1818,1.0970548954581332e-35,False,0.0
CD4+ T cells,ZBTB7A,0.22038962769935203,-0.14852124124946078,0.34044699339786694,0.6070939112838729,4.552702689175659e-45,1818,1.7780149691510343e-44,False,0.0
CD4+ T cells,BARHL1,0.2555085334624423,-0.09928285469162351,0.33838872077492876,0.5927386902728128,3.150403436306981e-34,1818,1.0229961720142894e-33,False,0.0
CD4+ T cells,GLIS2,0.21502624582955673,-0.13514230253299472,0.3364514248663843,0.59983206522545,2.1596424788341767e-39,1818,7.66483637663428e-39,False,0.0
CD4+ T cells,KLF11,0.2082476665216183,-0.04717028160188199,0.3357355669140704,0.5951920901869366,5.685925503983294e-36,1818,1.9012607098443314e-35,False,0.0
CD4+ T cells,ARNT::HIF1A,0.2590227230854238,-0.08771069147424526,0.3351189059572545,0.5918251919829207,1.3679886918743727e-33,1818,4.371944903099299e-33,False,0.0
CD4+ T cells,ONECUT3,0.2674359627384918,-0.060769425822312,0.3332206597420313,0.5984857160794944,2.205083738867388e-38,1818,7.704463564298318e-38,False,0.0
CD4+ T cells,TBX4,0.3742896700127787,-0.12534459262276576,0.3331895403590301,0.6130446640878598,5.164119361153033e-50,1818,2.1810048992928153e-49,False,0.0
CD4+ T cells,HINFP,0.19919906840494642,-0.1171006345340436,0.32912190730218416,0.5922676652523297,6.729276088845582e-34,1818,2.1642806880341197e-33,False,0.0
CD4+ T cells,TFCP2,0.2594625926243474,-0.0745210708864047,0.327488130836366,0.5910592636550721,4.634239447031475e-33,1818,1.471752967244062e-32,False,0.0
CD4+ T cells,FOXC1,0.24021196653832425,-0.07177627170459353,0.323560958163712,0.5910262950585279,4.8830255162632716e-33,1818,1.549546763827545e-32,False,0.0
CD4+ T cells,KLF17,0.20367188357180016,-0.08398898628094201,0.3181565762712734,0.5894863934342961,5.500680469777909e-32,1818,1.7028120260689688e-31,False,0.0
CD4+ T cells,MYBL2,0.22730651040239316,-0.1001068742990262,0.31683581721392423,0.5875117480202279,1.1565709176921141e-30,1818,3.523709286884258e-30,False,0.0
CD4+ T cells,HOXC13,0.2494023131937279,-0.06914009239225731,0.31358313009065764,0.5909105106094206,5.866555799492876e-33,1818,1.8572836279145676e-32,False,0.0
CD4+ T cells,SOX8,0.2585666443641704,-0.0584048360804537,0.31056351983409075,0.5859274413245741,1.2688760345798633e-29,1818,3.7860416194027486e-29,False,0.0
CD4+ T cells,FOXE1,0.23496453244341736,-0.0727343869526904,0.30609500133148365,0.5874547233903201,1.2616507798165766e-30,1818,3.835190875385326e-30,False,0.0
CD4+ T cells,NFIX,0.2332504383723981,-0.0686288927001845,0.300888438646924,0.5844648344960679,1.1146531408206624e-28,1818,3.2775338719188954e-28,False,0.0
CD4+ T cells,GLIS3,0.20884170043960917,-0.09961199895476082,0.3001007839210319,0.587869827992263,6.690594440903662e-31,1818,2.0430298194638656e-30,False,0.0
CD4+ T cells,SP4,0.1833974641387066,-0.035001639358125294,0.29044822506697004,0.5813470148276657,1.0130223244195472e-26,1818,2.8502700449245394e-26,False,0.0
CD4+ T cells,CUX1,0.24133265289338146,-0.05742571395154739,0.2883823007630795,0.5803574836978966,4.0931106546139544e-26,1818,1.1381942067744372e-25,False,0.0
CD4+ T cells,ZBTB7B,0.1682887702881853,-0.11419073238693718,0.266466914507442,0.5812851789910852,1.1059331072134465e-26,1818,3.107364827628892e-26,False,0.0
CD4+ T cells,MEIS1,0.20320362963393274,-0.07340689446944906,0.2652762501746025,0.5829393664918542,1.0337756881086742e-27,1818,2.9601248648886737e-27,False,0.0
CD4+ T cells,E2F3,0.19416380677893377,-0.07905527739835369,0.2617670851937079,0.5759564915482085,1.6628210501870703e-23,1818,4.3800611777714105e-23,False,0.0
CD4+ T cells,E2F6,0.13218550376798588,-0.044137403253133214,0.25631490693863046,0.5761544608719547,1.2781809874411e-23,1818,3.3734639759861e-23,False,0.0
CD4+ T cells,LHX5,0.1956794510724876,-0.05291425829557751,0.24399652050812976,0.5715583387991796,4.829755699234632e-21,1818,1.1988461079204492e-20,False,0.0
CD4+ T cells,ZBED1,0.18514098719832517,-0.06491478927172314,0.24292036139080594,0.5692506159133264,8.294109042934898e-20,1818,2.0010712693926416e-19,False,0.0
CD4+ T cells,CUX2,0.20436299461381452,-0.04205700357058426,0.24042890891604818,0.5675886200607443,6.075458707361732e-19,1818,1.433312299124523e-18,False,0.0
CD4+ T cells,KLF14,0.16832848322543015,-0.027851485805750458,0.2403578757290978,0.5670416410726246,1.1580021985757626e-18,1818,2.720834434051995e-18,False,0.0
CD4+ T cells,MEIS2(var.2),0.19383126789415484,-0.05601971625807132,0.240116192638699,0.5711508848045688,8.032084037325309e-21,1818,1.9779556917235665e-20,False,0.0
CD4+ T cells,ELK3,0.14085947317333086,-0.11550545912714803,0.23521497416413412,0.569193354666697,8.890098735288114e-20,1818,2.142307294995575e-19,False,0.0
CD4+ T cells,SOX9,0.20134616355265814,-0.03716080131141095,0.23431030536678,0.5656702105541784,5.705699618208935e-18,1818,1.3116625372314404e-17,False,0.0
CD4+ T cells,FEV,0.14150119538292807,-0.10860775740298598,0.22858179513455376,0.5679830601356666,3.803570172009446e-19,1818,9.03124701640271e-19,False,0.0
CD4+ T cells,ZNF148,0.08303832732573894,-0.03899255814552756,0.22758958520757722,0.564800170868822,1.5433323536237074e-17,1818,3.5001808871981614e-17,False,0.0
CD4+ T cells,NHLH1,0.1691622339265284,-0.11545158053095139,0.22695981912132135,0.5850806689501757,4.48464558453538e-29,1818,1.3292949476212562e-28,False,0.0
CD4+ T cells,PBX2,0.17871842655317138,-0.05141711153813476,0.22397450501335123,0.565095626281871,1.102391726148456e-17,1818,2.5128320698572695e-17,False,0.0
CD4+ T cells,RFX7,0.15973649160284778,-0.06282451920915627,0.2167074043505471,0.560882586681381,1.1608755741713303e-15,1818,2.4930480748923577e-15,False,0.0
CD4+ T cells,GCM2,0.1520917450222682,-0.06604923843697551,0.2124598211087763,0.5599921979579662,2.987965906084397e-15,1818,6.349427550429344e-15,False,0.0
CD4+ T cells,CENPB,0.1370706099084591,-0.07452349934317386,0.2104480267965791,0.561578870820836,5.49051089501835e-16,1818,1.1943337140453897e-15,False,0.0
CD4+ T cells,HOXC10,0.15801852111731535,-0.05557320096634036,0.206278737931104,0.5600151497799623,2.916523303873521e-15,1818,6.2008687795440174e-15,False,0.0
CD4+ T cells,OVOL1,0.12978479490515688,-0.07795225335531218,0.20126098483081306,0.5547944384343797,5.690854810308379e-13,1818,1.1348052519717942e-12,False,0.0
CD4+ T cells,HES6,0.1466764960020842,-0.0587579578830862,0.19855295048216504,0.5566906059691142,8.843804197174747e-14,1818,1.806261069246291e-13,False,0.0
CD4+ T cells,NR3C2,0.14630274771036492,-0.05926768596741142,0.19840620112146362,0.5559548068371506,1.8346065598839523e-13,1818,3.69662258032394e-13,False,0.0
CD4+ T cells,NR3C1,0.1445164706035443,-0.05505441667627246,0.19688640060377285,0.5558833485872247,1.9683684152245483e-13,1818,3.962198312437076e-13,False,0.0
CD4+ T cells,HOXC8,0.15189175928199777,-0.04965538489421229,0.1959527141898964,0.5559720009855875,1.803778442096314e-13,1818,3.6363166799809105e-13,False,0.0
CD4+ T cells,GATA1,0.14402177368513858,-0.04614300446844007,0.19394540532234184,0.5540675518655966,1.1431031762309335e-12,1818,2.2549953442371318e-12,False,0.0
CD4+ T cells,SP1,0.13627252676571064,-0.010074558800465934,0.19192892265443365,0.5555160405630468,2.822360714908377e-13,1818,5.65870736001947e-13,False,0.0
CD4+ T cells,MSC,0.15003988051384112,-0.07339788962213546,0.1907779623554699,0.5660749040203705,3.575878104982805e-18,1818,8.262708630931142e-18,False,0.0
CD4+ T cells,TGIF1,0.1378900324030262,-0.0670431200507584,0.1892455410663615,0.5574335824749668,4.1935630305543783e-14,1818,8.66113120042012e-14,False,0.0
